Партія,Номер територіального виборчого округу (в порядку зростання),Код статті,Дата платежу,Номер розрахункового документа,Отримувач (повна назва),Місцезнаходження отримувача,Код отримувача (ЄДРПОУ),Призначення платежу,Сума (грн),Тип бенефіціара,Розшифровка коду витрат
Голос,221,1212,2019-07-09,228,"ПП ""Фірма ""Лямін""","м. Київ, вул. Павлівська, буд. 29, кімн. 30",19488636,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № СФ-0000330 від 04.07.2019 в т.ч. ПДВ (20%) 2 496,00 грн",14976,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-09,227,"ТОВ ""Телерадіокомпанія ""Місто ФМ""","м. Запоріжжя, просп. Леніна, буд. 167, оф. 1",34563984,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № СФ-0000037 від 04.07.2019 в т.ч. ПДВ (20%) 192,00 грн",1152,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-09,225,"ТОВ ""Телерадіокомпанія ""Музично-інформаційне радіо""","м. Миколаїв, вул. Інженерна, буд. 18/1",33969097,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № СФ-0000098 від 04.07.2019 в т.ч. ПДВ (20%) 192,00 грн",1152,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-09,224,"ТОВ ""Телерадіокомпанія ""Класик радіо""","м. Київ, вул. Павлівська, буд. 29, кв. 33",35946731,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № СФ-0000047 від 04.07.2019 в т.ч. ПДВ (20%) 576,00 грн",3456,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-09,223,"ПП ""Телерадіоорганізація ""Булава""","м. Херсон, вул. Радянська, буд. 46",24107725,"+;1212; оплата ефірного часу на радіо за рахунком СФ-5 від 04.07.19, в т.ч. ПДВ (20%) 576,00",3456,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-09,222,"ТОВ ""Телерадіокомпанія ""Радіо ""Кохання""","м. Київ, вул. Павлівська, буд. 29, кімн. 23",31451403,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № СФ-0000249 від 04.07.2019 в т.ч. ПДВ (20%) 2 304,00 грн",13824,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-09,221,"ПрАТ ""Телерадіокомпанія ""Євростудія""","м. Маріуполь, просп. Леніна, буд. 68",24161825,+; 1212; оплата ефірного часу на радіо згідно з рахунком № 104 від 08.07.2019 в т.ч. ПДВ (20%) 2783.33 грн,16700,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-09,219,"ПрАТ ""Студія ""Європозитив""","м. Київ, вул. Вишгородська, буд. 28/1",31902360,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № 60 від 08.07.2019 в т.ч. ПДВ (20%) 4175,00 грн",25050,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-09,218,"ТОВ ""Радіокомпанія ""Ностальжі""","м. Запоріжжя, вул. Сєдова, буд. 12, кв. 6",22134050,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № СФ-0000087 від 04.07.2019 в т.ч. ПДВ (20%) 192,00 грн",1152,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-09,217,"ТОВ ""Телерадіокомпанія ""Радіо 50""","м. Харків, просп. Гагаріна, буд. 1",30988520,+; 1212; оплата ефірного часу на радіо згідно з рахунком № 11 від 08.07.2019 в т.ч. ПДВ (20%) 1670 грн,10020,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-09,216,"ТОВ ""Радіо ""Тернопіль""","м. Київ, вул. Сімʼї Хохлових, буд. 15А, кв. 127",22604052,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № СФ-0000073 від 04.07.2019 в т.ч. ПДВ (20%) 192,00 грн",1152,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-09,215,"Дочірнє підприємство ""Телерадіоорганізація ""Довіра""","м. Київ, вул. Бастіонна, буд. 15",24735255,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № 75 від 08.07.2019 в т.ч. ПДВ (20%) 3 340,00 грн",20040,юридична особа,оплата ефірного часу на радіо
Голос,221,1330,2019-07-09,210,"ТОВ ""Голден ай""","м. Київ, вул. Ярославів Вал, буд. 13/2Б, оф. 3",42665003,"+;1330; оренда обладнання та технічних засобів для ведення передвиборної агітації, рахунок 1-07 від 04.-7.19 без ПДВ",20000,юридична особа,оренда обладнання та технічних засобів для ведення передвиборної агітації
Голос,221,1212,2019-07-09,262,"Дочірнє підприємство ""Радіостанція ""Зоря""","м. Київ, вул. Кирилівська, буд. 104А",25484192,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № 32 від 08.07.19 в т.ч. ПДВ (20%) 556,67 грн",3340,юридична особа,оплата ефірного часу на радіо
Голос,221,1330,2019-07-10,279,Зозуля Юрій Андрійович,"м. Київ, вул. Висоцького, буд. 7, кв. 53",,+;1330; оренда обладнання та технічних засобів для агітаційних заходів згідно з Договором №01/1 від 19.06.2019 без ПДВ,100000,ФОП,оренда обладнання та технічних засобів для ведення передвиборної агітації
Голос,221,1212,2019-07-10,278,"ТОВ ""Радіо ТТВ""","м. Кропивницький, вул. Медведєва, буд. 1А",39658148,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № 32 від 08.07.2019 в т.ч. ПДВ (20%) 3 340,00 грн",20040,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-10,277,"ТОВ ""Телерадіокомпанія ""Пріоритет""","м. Кременчук, вул. Переяславська, буд. 55А",30244915,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № 221 від 08.07.2019 в т.ч. ПДВ (20%) 2 672,00 грн",16032,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-10,276,"ТОВ ""Телерадіокомпанія ""ТЕТ-Полтава""","м. Полтава, вул. Шведська, буд. 2, кім. 323",24566344,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № 22 від 08.07.2019 в т.ч. ПДВ (20%) 4 342,00 грн",26052,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-10,275,"ТОВ ""Радіокомпанія ""Українсько-польське радіо ""Співдружність""","м. Дніпро, вул. Старокозацька, буд. 48, оф. 215-216",38894126,+; 1212; оплата ефірного часу на радіо згідно з рахунком № 38 від 08.07.2019 без ПДВ,20040,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-10,274,"ПП ""Телерадіомовна компанія ""Аллюр""","м. Кременчук, вул. Маяковського, буд. 7",30205038,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № СФ-0000056 від 08.07.2019 в т.ч. ПДВ (20%) 2 004,00 грн",12024,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-10,273,"ТОВ ""Телерадіокомпанія ""Алекс ТВ""","м. Київ, вул. Кирилівська, буд. 23",31036723,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № 78 від 04.07.2019 в т.ч. ПДВ (20%) 192,00 грн",1152,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-10,272,"ТОВ ""Радіо ""Маяк""","м. Одеса, вул. Фонтанська дорога, буд. 33",40948856,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № 56 від 08.07.2019 в т.ч. ПДВ (20%) 2 237,80 грн","13426,8",юридична особа,оплата ефірного часу на радіо
Голос,221,1350,2019-07-10,271,Максимович Юрій Володимирович,"м. Запоріжжя, вул. Ульянова, буд. 132",,+;1350; розміщення політичної реклами на зовнішньої носіях згідно рахунку №18 від 09.07.2019 без ПДВ,117170,ФОП,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Голос,221,1110,2019-07-10,270,Максимович Юрій Володимирович,"м. Запоріжжя, вул. Ульянова, буд. 132",,+;1110; виготовлення друкованих матеріалів передвиборної агітації згідно рахунку № 19 від 09.07.2019 без ПДВ,9900,ФОП,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
