Партія,Номер територіального виборчого округу (в порядку зростання),Код статті,Дата платежу,Номер розрахункового документа,Отримувач (повна назва),Місцезнаходження отримувача,Код отримувача (ЄДРПОУ),Призначення платежу,Сума (грн),Тип бенефіціара,Розшифровка коду витрат
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-10,470,"ТОВ ""ЗНТРК ""ТВ-5""","м. Запоріжжя, вул. Південне шосе, буд. 72",13630346,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №0277 від 10.07.19, у т.ч. ПДВ 20% = 3 546,67 грн.,",21280,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-10,471,"ПрАТ ""Телевізійна служба Дніпропетровська""","м. Дніпро, вул. Воскресенська, буд. 14, оф. 107",20264089,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №659 від 10.07.19, у т.ч. ПДВ 20% = 2 400,00 грн.,",14400,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-10,467,"ТОВ ""Самарь медіа""","Дніпропетровська обл., м. Новомосковськ, вул. СУЧКОВА, буд. 36",40452161,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №68 від 10.07.19, у т.ч. ПДВ 20% = 392,00 грн.,",2352,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-10,472,"ТОВ ""Перш.міськ.телеканал. Кривий Ріг""","Дніпропетровська обл., м. Кривий Ріг, просп. МИРУ, буд. 44 А",39865405,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №121 від 10.07.19, у т.ч. ПДВ 20% = 1 041,60 гр,","6249,6",юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-10,474,"ТОВ ""ТРК ""САТ-плюс""","Донецька обл., м. Словʼянськ, вул. Свободи, буд. 5",31477505,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №57 від 10.07.19, у т.ч. ПДВ 20% = 925,00 грн.,",5550,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-10,475,"ТОВ ТРК ""Нова""","м. Дніпро, вул. Європейська, буд. 15",33275066,"+;1211;оплата ефірного часу на телебаченні згідно з р-ф №6207/14 від 10.07.19, без ПДВ,",5040,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-10,476,"КП ""ТРК ""Рудана"" КМР","Дніпропетровська обл., м. Кривий Ріг, просп. ГАГАРІНА, буд. 68",19438354,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №199 від 10.07.19, у т.ч. ПДВ 20% = 1 248,23 грн.,","7489,36",юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-10,477,"ДП ""Телерадіокомпанія ""Стерх""","м. Дніпро, вул. Писаржевського, буд. 1А",24434223,"+;1211;оплата ефірного часу на телебаченні згідно з р-ф №СФ-07/39 від 10.07.19, у т.ч. ПДВ 20% = 1 960,00 грн.,",11760,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-10,478,"ТОВ ТРК ""ІРТ""","м. Дніпро, вул. Європейська, буд. 15",32694293,"+;1211;оплата ефірного часу на телебаченні згідно з р-Ф №6206\13 від 10.07.19, у т.ч. ПДВ 20% = 364,00 грн.,",2184,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1350,2019-07-10,479,Носенко Р. В.,"Харківська обл., Балаклійський р-н, м. Балаклія, пров. СЕРПУХОВСЬКИЙ, буд. 18, кв. 77",,"+;1350;розміщення друк. агіт. мат. чи пол. рекл. на носіях зовнішньої реклами згідно з рах.№ 0807 від 08.07.19, без ПДВ,",5200,ФОП,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-10,480,"ТОВ ""ТРО ""Маріупольське телебачення""","Донецька обл., м. Маріуполь, просп. Нахімова, буд. 116А",22036458,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №249 від 09.07.19, у т.ч. ПДВ 20% = 11 760,00 грн.,",70560,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1110,2019-07-10,483,"ТОВ ""ВИДАВНИЧИЙ БУДИНОК ""КЕРАМІСТ""","м. Запоріжжя, вул. Сєдова, буд. 16",31122120,"+;1110; виготовлення друкованих матеріалів (інф. бюл.) згідно з р-ф. № К-00003486 від 08.07.19, у т.ч. ПДВ 20% = 19 620,00 грн.,",117720,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
ОПОЗИЦІЙНИЙ БЛОК,220,1110,2019-07-10,484,"ТОВ ""ВИДАВНИЧИЙ БУДИНОК ""КЕРАМІСТ""","м. Запоріжжя, вул. Сєдова, буд. 16",31122120,"+;1110; виготовлення друкованих матеріалів (інф. бюл.) згідно з р-ф. № К-00003214 від 01.07.19, у т.ч. ПДВ 20% = 8 112,00 грн.,",48672,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
ОПОЗИЦІЙНИЙ БЛОК,220,1110,2019-07-10,481,"ТОВ ""ФАКТОР-ДРУК""","м. Харків, вул. САРАТОВСЬКА, буд. 51",20030635,"+;1110; виготовлення друкованих матеріалів (інф.бюл.) згідно з рах.-фак. №1905694 від 25.06.19, у т.ч. ПДВ 20% = 5 300,00 грн.,",31800,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-10,482,"ТОВ ""Телерадіокомпанія ""Сімон""","м. Харків, майдан Свободи, буд. 7",21217525,"+;1211;оплата ефірного часу на телебаченні згідно з рах-факт. №279Р від 10.07.19, у т.ч. ПДВ 20% = 14 400,00 грн.,",86400,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-10,485,"ТОВ ТРК ""НАДІЯ""","Харківська обл., м. Первомайський, просп. ПЕРЕМОГИ, буд. 2",30894951,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №746 від 04.07.19, у т.ч. ПДВ 20% = 10 800,00 грн.,",64800,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,8,2019-07-08,93,"ТОВ ""Ред-груп""","м. Київ, вул. САКСАГАНСЬКОГО, буд. 43, оф. 4",37493009,"+;8; повернення суми, перерахованої за платiжним дорученням №273 вiд 04.07.19, у звязку з помилковим перерахуванням Без ПДВ.",20880,юридична особа,Повернення коштів виконавцями  за укладеними договорам
ОПОЗИЦІЙНИЙ БЛОК,220,1212,2019-07-11,486,Філія ПАТ НСТУ Харьківська регіональна дирекція,"м. Харків, Дзержинський р-н, майдан Свободи, буд. 5, ДЕРЖПРОМ, підʼїзд 5",40020682,"+;1212;оплата ефірного часу на радіо згідно з р-ф №7 від 09.07.19, у т.ч. ПДВ 20% = 1 413,60 грн.,","8481,6",юридична особа,оплата ефірного часу на радіо
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-11,487,"ТОВ ""ТРК ""СТУДІЯ 1+1""","м. Київ, вул. Кирилівська, буд. 23",23729809,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №589 від 04.07.19, у т.ч. ПДВ 20% = 89 640,00 грн.,",537840,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-11,488,"ТОВ ""Рєал істейт-ТВ""","м. Київ, вул. ФРУНЗЕ, буд. 23",35405350,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №75 від 04.07.19, у т.ч. ПДВ 20% = 12 846,00 грн.,",77076,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-11,489,"ТОВ ""Гравіс-кіно""","м. Київ, вул. ФРУНЗЕ, буд. 23",36257228,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №343 від 04.07.19, у т.ч. ПДВ 20% = 12 846,00 грн.,",77076,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-11,490,"ТОВ ""Телеканал ""СТБ""","м. Київ, вул. Івана Шевцова, буд. 1",20044726,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №438 від 04.07.19, у т.ч. ПДВ 20% = 30 714,80 грн.,","184288,8",юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-11,491,"ТОВ ""МКТРК"" (ICTV)","м. Київ, вул. Паньківська, буд. 11",14323764,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №226 від 04.07.19, у т.ч. ПДВ 20% = 35 568,40 грн.,","213410,4",юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-11,492,"ТОВ ""Телерадіокомпанія ""Україна""","Донецька обл., м. Маріуполь, вул. Харлампіївська, буд. 17/25",05744121,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №596 від 04.07.19, у т.ч. ПДВ 20% = 117 585,20 грн.,","705511,2",юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1212,2019-07-11,493,"ТОВ ""Бойчук-студія""","м. Івано-Франківськ, вул. Галицька, буд. 67, оф. 503",22188659,"+;1212;оплата ефірного часу на радіо згідно з рахунком №56 від 10.07.19 , у т.ч. ПДВ 20% = 265,00 грн.,",1590,юридична особа,оплата ефірного часу на радіо
ОПОЗИЦІЙНИЙ БЛОК,220,1212,2019-07-11,494,"ТОВ ""ТРК ""Медіа маркет""","м. Київ, вул. Павлівська, буд. 29, кімн. 23",31306998,"+;1212;оплата ефірного часу на радіо згідно з р-ф №СФ-0000467 від 10.07.19 , у т.ч. ПДВ 20% = 13 200,00 грн.,",79200,юридична особа,оплата ефірного часу на радіо
ОПОЗИЦІЙНИЙ БЛОК,220,1212,2019-07-11,495,"ДП ""Телерадіокомпанія ""Регіон плюс""","Донецька обл., м. Краматорськ, вул. Леніна, буд. 58",24811482,"+;1212;оплата ефірного часу на радіо згідно з р-ф №СФ-0000039 від 10.07.19 , без ПДВ,",1590,юридична особа,оплата ефірного часу на радіо
ОПОЗИЦІЙНИЙ БЛОК,220,1212,2019-07-11,496,"ТОВ ""Телерадіоорганізація ""Русское радио-Україна""","м. Київ, вул. ПАВЛІВСЬКА, буд. 29, кімната 32",31407092,"+;1212;оплата ефірного часу на радіо згідно з р-ф №СФ-0000488 від 10.07.19 , у т.ч. ПДВ 20% = 11 766,00 грн.,",70596,юридична особа,оплата ефірного часу на радіо
ОПОЗИЦІЙНИЙ БЛОК,220,1212,2019-07-11,497,"ТОВ ""Євромюзік""","м. Київ, бульв. Тараса Шевченка, буд. 54/1",37027503,"+;1212;оплата ефірного часу на радіо згідно з рахунком №4 від 10.07.19, у т.ч. ПДВ 20% = 265,00 грн.,",1590,юридична особа,оплата ефірного часу на радіо
ОПОЗИЦІЙНИЙ БЛОК,220,1212,2019-07-11,498,"ТОВ ""Топ-радіо""","м. Київ, бульв. Тараса Шевченка, буд. 54/1",21117217,"+;1212;оплата ефірного часу на радіо згідно з рахунком №4  від 10.07.19, у т.ч. ПДВ 20% = 132,50 грн.,",795,юридична особа,оплата ефірного часу на радіо
ОПОЗИЦІЙНИЙ БЛОК,220,1212,2019-07-11,499,"ТОВ ""Телерадіомовна компанія ""Радіо ""Хвиля""","м. Київ, бульв. Тараса Шевченка, буд. 54/1",24996257,"+;1212;оплата ефірного часу на радіо згідно з рахунком №4  від 10.07.19, у т.ч. ПДВ 20% = 132,50 грн.,",795,юридична особа,оплата ефірного часу на радіо
ОПОЗИЦІЙНИЙ БЛОК,220,1212,2019-07-11,500,"ТОВ ""Телерадіокомпанія ""Сіверські підприємства""","м. Київ, бульв. Тараса Шевченка, буд. 54/1",14255181,"+;1212;оплата ефірного часу на радіо згідно з рахунком №4  від 10.07.19, у т.ч. ПДВ 20% = 132,50 грн.,",795,юридична особа,оплата ефірного часу на радіо
ОПОЗИЦІЙНИЙ БЛОК,220,1212,2019-07-11,501,"ТОВ ""ТРК ""Шансон""","м. Київ, бульв. Тараса Шевченка, буд. 54/1",24085596,"+;1212;оплата ефірного часу на радіо згідно з рахунком №4 від 10.07.19, , у т.ч. ПДВ 20% = 1 060,00 грн.,",6360,юридична особа,оплата ефірного часу на радіо
ОПОЗИЦІЙНИЙ БЛОК,220,1212,2019-07-11,502,"ТОВ ""Телерадіокомпанія ""Радіо-артіль""","Харківська обл., м. Харків, МАЙДАН ПОВСТАННЯ, буд. 7/8, ПОВЕРХ 15, оф. 26",31644300,"+;1212;оплата ефірного часу на радіо згідно з рахунком №28 від 10.07.19, у т.ч. ПДВ 20% = 330,00 грн.,",1980,юридична особа,оплата ефірного часу на радіо
ОПОЗИЦІЙНИЙ БЛОК,220,1212,2019-07-11,503,"ПП ""Фірма ""Волинь""","м. Київ, вул. Пухівська, буд. 1А",19138008,"+;1212;оплата ефірного часу на радіо згідно з рахунком №51 від 09.07.19, у т.ч. ПДВ 20% = 151,25 грн.,","907,5",юридична особа,оплата ефірного часу на радіо
ОПОЗИЦІЙНИЙ БЛОК,220,1212,2019-07-11,504,"ПП ""Студія ""ВТВ""","м. Київ, вул. Сімʼї Хохлових, буд. 15, кімн. 3",23060559,"+;1212;оплата ефірного часу на радіо згідно з р-ф №СФ-0000020 від 10.07.19, без ПДВ,",1650,юридична особа,оплата ефірного часу на радіо
ОПОЗИЦІЙНИЙ БЛОК,220,1212,2019-07-11,505,"ДП ""Радіостанція ""Зоря""","м. Київ, вул. Кирилівська, буд. 104А",25484192,"+;1212;оплата ефірного часу на радіо згідно з рахунком №35 від 09.07.19, у т.ч. ПДВ 20% = 275,00 грн.,",1650,юридична особа,оплата ефірного часу на радіо
ОПОЗИЦІЙНИЙ БЛОК,220,1212,2019-07-11,506,"ТОВ ""Телерадіокомпанія ""Контакт""","м. Київ, бульв. Тараса Шевченка, буд. 54/1",24512176,"+;1212;оплата ефірного часу на радіо згідно з рахунком №4 від 10.07.19, у т.ч. ПДВ 20% = 397,50 грн.,",2385,юридична особа,оплата ефірного часу на радіо
ОПОЗИЦІЙНИЙ БЛОК,220,1212,2019-07-11,507,"ТОВ ""Мюзікрадіо""","м. Київ, вул. ПАВЛІВСЬКА, буд. 29, кімната 22",30525175,"+;1212;оплата ефірного часу на радіо згідно з р-ф. №СФ-0000260 від 10.07.19, у т.ч. ПДВ 20% = 4 620,00 грн.,",27720,юридична особа,оплата ефірного часу на радіо
ОПОЗИЦІЙНИЙ БЛОК,220,1212,2019-07-11,508,"ТОВ ""Радіо ""Всесвіт""","Сумська обл., м. Суми, ПЛОЩА ПРИВОКЗАЛЬНА, буд. 9",23295475,"+;1212;оплата ефірного часу на радіо згідно з рахунком №54 від 10.07.19 , у т.ч. ПДВ 20% = 275,00 грн.,",1650,юридична особа,оплата ефірного часу на радіо
ОПОЗИЦІЙНИЙ БЛОК,220,1212,2019-07-11,509,"ТОВ ""Телерадіокомпанія ""Радіо ""Кохання""","м. Київ, вул. Павлівська, буд. 29, кімн. 23",31451403,"+;1212;оплата ефірного часу на радіо згідно з р-ф №СФ-0000266 від 10.07.19 , у т.ч. ПДВ 20% = 3 960,00 грн.,",23760,юридична особа,оплата ефірного часу на радіо
ОПОЗИЦІЙНИЙ БЛОК,220,1212,2019-07-11,510,"ТОВ ""Радіокомпанія ""Ностальжі""","Запорізька обл., м. Запоріжжя, вул. СЄДОВА, буд. 12",22134050,"+;1212;оплата ефірного часу на радіо згідно з р-ф. №СФ-0000098 від 10.07.19 , у т.ч. ПДВ 20% = 330,00 грн.,",1980,юридична особа,оплата ефірного часу на радіо
ОПОЗИЦІЙНИЙ БЛОК,220,1212,2019-07-11,511,"ТОВ ""Радіо ""Тернопіль""","м. Київ, вул. СІМʼЇ ХОХЛОВИХ, буд. 15, корпус А', оф. 127",22604052,"+;1212;оплата ефірного часу на радіо згідно з р-ф №СФ-0000080 від 10.07.19 , у т.ч. ПДВ 20% = 330,00 грн.,",1980,юридична особа,оплата ефірного часу на радіо
ОПОЗИЦІЙНИЙ БЛОК,220,1212,2019-07-11,512,"ТОВ ""Телерадіокомпанія ""НБМ-радіо""","м. Київ, вул. Кирилівська, буд. 104А",34818518,"+;1212;оплата ефірного часу на радіо згідно з рахунком №84 від 09.07.19, у т.ч. ПДВ 20% = 4 950,00 грн.,",29700,юридична особа,оплата ефірного часу на радіо
ОПОЗИЦІЙНИЙ БЛОК,220,1212,2019-07-11,513,"ПрАТ ""Наше радіо""","м. Київ, вул. Отто Шмідта, буд. 6",23530551,"+;1212;оплата ефірного часу на радіо згідно з рахунком №103 від 09.07.19, у т.ч. ПДВ 20% = 4 950,00 грн.,",29700,юридична особа,оплата ефірного часу на радіо
ОПОЗИЦІЙНИЙ БЛОК,220,1212,2019-07-11,514,"ТОВ ""ТРК ОНІКС""","м. Київ, вул. ПАВЛІВСЬКА, буд. 29, кімната 35",18004961,"+;1212;оплата ефірного часу на радіо згідно з рахунком №126 від 10.07.19, у т.ч. ПДВ 20% = 1 980,00 грн.,",11880,юридична особа,оплата ефірного часу на радіо
ОПОЗИЦІЙНИЙ БЛОК,220,1212,2019-07-11,515,"ПП ""ТРК ""ЧЦМЗ""","м. Київ, бульв. Тараса Шевченка, буд. 54/1",14209034,"+;1212;оплата ефірного часу на радіо згідно з рахунком №4 від 10.07.19, без ПДВ,",795,юридична особа,оплата ефірного часу на радіо
ОПОЗИЦІЙНИЙ БЛОК,220,1212,2019-07-11,516,"ТОВ ""Телерадіокомпанія ""Імідж ТВ""","Миколаївська обл., м. Вознесенськ, вул. Тимірязєва, буд. 175",20907141,"+;1212;оплата ефірного часу на радіо згідно з р-ф №75 від 10.07.19 , без ПДВ,",1650,юридична особа,оплата ефірного часу на радіо
ОПОЗИЦІЙНИЙ БЛОК,220,1212,2019-07-11,517,"Дочірнє підприємство ""Новий обрій""","м. Київ, вул. Івана Шевцова, буд. 1",37470683,"+;1212;оплата ефірного часу на радіо згідно з рахунком №65 від 09.07.19, у т.ч. ПДВ 20% = 5 830,00 грн.,",34980,юридична особа,оплата ефірного часу на радіо
ОПОЗИЦІЙНИЙ БЛОК,220,1150,2019-07-11,518,"ТОВ ""СТК ""Лідер""","Донецька обл., м. Словʼянськ, пров. ПАРКОВИЙ, буд. 7",37467377,"+;1150;придбання предм. для виг. матер. передвиб. агітації з-но з рах № 28 від 10.07.19, у т.ч. ПДВ 20% = 18 236,40 грн.,","109418,4",юридична особа,"придбання канцтоварів, паперу, інших предметів і матеріалів для виготовлення матеріалів передвиборної агітації"
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-11,519,"ТОВ ""ТРО ""Маріупольське телебачення""","Донецька обл., м. Маріуполь, просп. Нахімова, буд. 116А",22036458,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №248 від 09.09.19, у т.ч. ПДВ 20% = 15 318,00 грн.,",91908,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-11,520,"ТОВ НКТР ""ІРТА""","Луганська обл., м. Сєвєродонецьк, просп. ГВАРДІЙСЬКИЙ, буд. 13, приміщення 410",31530558,"+;1211;оплата ефірного часу на телебаченні згідно з р-ф №1-10/07/19 від 10.07.19, у т.ч. ПДВ 20% = 6 300,00 грн.,",37800,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1110,2019-07-11,521,"ООКП ""Видавництво ""Чорномор'я""","м. Одеса, пл. Бориса Деревʼянка, буд. 1",05905705,"+;1110; виготовлення друкованих матеріалів (інф.бюл) згідно з рах. № 3212 від 08.07.19, у т.ч. ПДВ 20% = 3 333,33 грн.,",20000,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
ОПОЗИЦІЙНИЙ БЛОК,220,1110,2019-07-11,522,"ООКП ""Видавництво ""Чорномор'я""","м. Одеса, пл. Бориса Деревʼянка, буд. 1",05905705,"+;1110; виготовлення друкованих матеріалів (інф.бюл) згідно з рах. № 3211 від 05.07.19, у т.ч. ПДВ 20% = 3 333,33 грн.,",20000,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
ОПОЗИЦІЙНИЙ БЛОК,220,1110,2019-07-11,523,"ТОВ ""ВАЙ НОТ ГРУПП""","м. Київ, пров. БЕХТЕРЕВСЬКИЙ, буд. 4 Б",39353584,"+;1110; виготовлення друкованих матеріалів (наліпка) згідно з рах. № WNG-0719/10 від 10.09.19, у т.ч. ПДВ 20% = 4 672,00 грн.,",28032,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-11,524,"ТОВ ""Телерадіокомпанія ""Моя Одеса""","м. Одеса, вул. Канатна, буд. 10",31068509,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №74 від 02.07.19, у т.ч. ПДВ 20% = 75 833,33 грн.,",455000,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-11,525,"ТОВ ТРК ""Нова Одеса""","Одеська обл., м. Одеса, вул. ФОНТАНСЬКА ДОРОГА, буд. 11",21032955,"+;1211;оплата ефірного часу на телебаченні згідно з р-ф №СФ-000139 від 02.07.19, у т.ч. ПДВ 20% = 145 833,33 грн,",875000,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-11,526,"ТОВ ""ІТ ""РЕПОРТЕР""","м. Одеса, вул. Зоопаркова, буд. 25",22448563,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №113 від 03.07.19, у т.ч. ПДВ 20% = 87 500,00 грн.,",525000,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-11,527,"ТОВ ""ТРК ""52 канал""","м. Одеса, вул. Артилерійська, буд. 1",31116777,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком від 03.07.19, у т.ч. ПДВ 20% = 39 900,00 грн.,",239400,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-11,528,"ТОВ ""Телерадіокомпанія ""Град""","Одеська обл., м. Чорноморськ, вул. 1 ТРАВНЯ, буд. 3",32790433,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком від 03.07.19, у т.ч. ПДВ 20% = 39 900,00 грн.,",239400,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-11,529,"ТОВ ""ТРК МІСЬКИЙ ТЕЛЕКАНАЛ""","Одеська обл., м. Одеса, вул. ПАСТЕРА, буд. 60",35357653,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №21 від 03.07.19, у т.ч. ПДВ 20% = 14 583,50 грн.,",87501,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-11,530,"ТОВ ""ТРК ""АНДСЕР""","Одеська обл., м. Одеса, ГАГАРІНСЬКЕ ПЛАТО, буд. 5Б, 20-Й ПОВЕРХ",24542639,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №73 від 03.07.19, у т.ч. ПДВ 20% = 23 336,00 грн.,",140016,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-11,531,"ТОВ ТРК ""ГАРМОНІЯ МІРА""","м. Одеса, вул. Канатна, буд. 83, кімн. 520",23864424,"+;1211;оплата ефірного часу на телебаченні згідно з р-Ф №СФ-0000004 від 02.07.19, у т.ч. ПДВ 20% = 23 333,33 грн.,",140000,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-11,532,"ТОВ ""ТРК ОНЮА ""АКАДЕМІЯ""","Одеська обл., м. Одеса, ФОНТАНСЬКА ДОРОГА, буд. 33",31765102,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №7 від 02.07.19, у т.ч. ПДВ 20% = 66 507,92 грн.,","399047,52",юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-11,533,"ТОВ ""ТРК ""ТЕЛЕКАНАЛ ""СІМЕЙНИЙ""","Одеська обл., м. Одеса, вул. ПАСТЕРА, буд. 60",35640650,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №28 від 03.07.19, у т.ч. ПДВ 20% = 23 333,60 грн.,","140001,6",юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-11,534,"ТОВ ТРК ""КЛУБ-ТВ""","Одеська обл., м. Одеса, вул. ПАСТЕРА, буд. 60",33659151,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №14 від 03.07.19, у т.ч. ПДВ 20% = 14 586,80 грн.,","87520,8",юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-11,535,"ТОВ ТРК ""РІО""","м. Одеса, Приморський бульв., буд. 5",31121180,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №32 від 02.07.19, у т.ч. ПДВ 20% = 70 000,00 грн.,",420000,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-11,536,"ТОВ ""ТРК ""ПРАЙМ-ТАЙМ""","Одеська обл., м. Одеса, вул. КАНАТНА, буд. №83, кімната 810",31977043,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №23 від 02.07.19, у т.ч. ПДВ 20% = 10 500,00 грн.,",63000,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-11,537,"ТРК ""Одеса-плюс""","м. Одеса, просп. Гагаріна, буд. 16/3, кв. 3",21037467,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №32 від 03.07.19, у т.ч. ПДВ 20% = 31 500,00 грн.,",189000,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-11,538,"ПрАТ ""АРТК ""Глас""","м. Одеса, вул. Канатна, буд. 83, кімн. 520",19047568,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №38 від 02.07.19, у т.ч. ПДВ 20% = 37 333,33 грн.,",224000,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-11,539,"ТОВ ""І А ""МЕДІА-ІНФОРМ""","Одеська обл., м. Одеса, вул. КЛЕНОВА, буд. 2 А, оф. 24 Н",34108219,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №50 від 03.07.19, у т.ч. ПДВ 20% = 58 333,33 грн.,",350000,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-11,540,"ТОВ ""ТРК ""Алекс ТВ""","м. Запоріжжя, просп. Моторобудівників, буд. 48",23286602,"+;1211;оплата ефірного часу на телебаченні згідно з рах-факт. №СФ-0000222 від 10.07.19, у т.ч. ПДВ 20% = 2 940,00 грн.,",17640,юридична особа,оплата ефірного часу на телебаченні
